score,accuracy,average_response_time,questions_attempted,performance_category
74.0,49.36,21.2,15,Average Performer
521.0,99.44,9.14,48,High Performer
15.0,25.4,26.19,6,Low Performer
413.0,89.08,5.0,41,High Performer
228.0,78.12,7.63,23,High Performer
89.0,38.83,17.19,23,Average Performer
278.0,69.54,22.79,40,Average Performer
98.0,49.14,18.54,20,Average Performer
478.0,96.49,8.3,47,High Performer
266.0,64.88,25.36,41,Average Performer
360.0,90.64,7.07,35,High Performer
131.0,59.4,23.61,22,Average Performer
160.0,45.69,10.0,35,Average Performer
274.0,63.74,14.74,43,Average Performer
69.0,38.2,30.0,18,Low Performer
161.0,53.62,20.16,30,Average Performer
251.0,86.85,13.81,27,High Performer
214.0,61.22,19.76,35,Average Performer
111.0,52.72,19.89,21,Average Performer
385.0,86.5,11.74,39,High Performer
117.0,48.68,23.58,24,Average Performer
124.0,61.93,11.85,20,Average Performer
33.0,13.57,24.22,24,Low Performer
41.0,17.63,23.48,23,Low Performer
348.0,80.31,10.52,41,High Performer
91.0,43.12,30.0,21,Low Performer
15.0,7.71,22.48,20,Low Performer
297.0,83.41,10.77,35,High Performer
76.0,27.06,20.92,28,Low Performer
227.0,79.9,11.7,23,High Performer
243.0,73.75,28.18,33,Average Performer
70.0,31.69,12.84,22,Average Performer
243.0,73.6,21.89,33,Average Performer
205.0,63.94,16.67,32,Average Performer
85.0,44.54,12.33,19,Average Performer
107.0,63.06,13.42,17,Average Performer
77.0,45.39,15.0,17,Low Performer
30.0,19.88,28.19,15,Low Performer
180.0,60.09,15.25,30,Average Performer
106.0,34.08,10.27,31,Average Performer
26.0,37.7,29.39,7,Low Performer
473.0,91.39,12.34,45,High Performer
145.0,45.22,19.11,32,Average Performer
80.0,36.37,13.18,22,Average Performer
135.0,51.95,16.22,26,Average Performer
128.0,51.13,22.85,25,Average Performer
180.0,77.22,20.36,20,High Performer
232.0,62.76,10.0,37,Average Performer
217.0,70.15,23.01,31,Average Performer
339.0,79.6,5.0,32,High Performer
389.0,69.66,14.55,44,High Performer
199.0,71.06,27.71,28,Average Performer
180.0,50.12,14.78,36,Average Performer
486.0,99.53,14.67,41,High Performer
121.0,50.47,17.83,24,Average Performer
138.0,45.84,21.23,30,Average Performer
240.0,86.09,11.09,26,High Performer
275.0,83.08,11.28,30,High Performer
368.0,86.16,9.52,37,High Performer
96.0,30.0,15.83,32,Average Performer
126.0,50.36,18.06,25,Average Performer
48.0,43.58,30.0,11,Low Performer
84.0,46.4,24.51,18,Low Performer
212.0,48.26,16.59,44,Average Performer
51.0,24.17,30.0,21,Low Performer
145.0,46.85,14.19,31,Average Performer
325.0,95.54,11.95,28,High Performer
104.0,49.55,23.27,21,Average Performer
45.0,30.0,20.57,15,Average Performer
225.0,75.0,10.0,30,Average Performer
69.0,32.76,23.66,21,Low Performer
112.0,41.38,26.83,27,Average Performer
16.0,23.08,15.0,7,Low Performer
239.0,72.05,8.02,25,High Performer
146.0,40.68,16.86,36,Average Performer
82.0,35.79,10.0,23,Average Performer
129.0,64.36,13.34,20,Average Performer
18.0,29.43,30.0,6,Low Performer
235.0,61.9,15.89,38,Average Performer
146.0,63.5,20.35,23,Average Performer
93.0,48.81,23.5,19,Average Performer
89.0,36.94,26.47,24,Low Performer
106.0,58.86,11.38,18,Average Performer
426.0,79.45,14.47,49,High Performer
195.0,47.48,10.0,41,Average Performer
409.0,91.49,6.2,36,High Performer
54.0,41.71,30.0,13,Low Performer
413.0,83.53,13.45,43,High Performer
199.0,49.85,11.28,40,Average Performer
132.0,30.0,17.72,44,Average Performer
203.0,71.33,9.57,20,High Performer
375.0,86.98,13.31,37,High Performer
150.0,48.4,16.5,31,Average Performer
141.0,52.05,27.0,27,Average Performer
69.0,30.0,16.57,23,Average Performer
157.0,65.53,27.04,24,Average Performer
198.0,55.09,19.79,36,Average Performer
24.0,13.46,28.18,18,Low Performer
60.0,30.0,16.43,20,Average Performer
40.0,33.44,19.93,12,Low Performer
30.0,14.27,19.19,21,Low Performer
235.0,67.24,27.42,35,Average Performer
322.0,75.0,16.44,43,Average Performer
114.0,30.0,18.63,38,Average Performer
209.0,47.45,22.18,44,Average Performer
88.0,46.54,23.33,19,Low Performer
161.0,57.62,14.25,28,Average Performer
78.0,51.86,14.53,15,Average Performer
330.0,75.0,26.79,44,Average Performer
40.0,20.24,28.71,20,Low Performer
24.0,33.94,19.85,7,Low Performer
248.0,65.36,23.88,38,Average Performer
168.0,49.48,17.28,34,Average Performer
126.0,36.13,16.52,35,Average Performer
262.0,75.0,18.19,35,Average Performer
119.0,47.6,23.15,25,Low Performer
102.0,53.72,18.46,19,Average Performer
121.0,71.33,22.09,17,Average Performer
418.0,88.38,12.0,43,High Performer
318.0,96.97,5.0,24,High Performer
40.0,19.98,18.87,20,Low Performer
278.0,75.0,19.31,37,Average Performer
53.0,30.96,24.29,17,Low Performer
180.0,62.21,10.0,29,Average Performer
434.0,80.79,12.77,41,High Performer
133.0,66.3,12.88,20,Average Performer
450.0,82.61,8.92,48,High Performer
371.0,81.51,13.56,38,High Performer
158.0,71.7,23.53,22,Average Performer
321.0,100.0,14.2,30,High Performer
84.0,30.0,10.1,28,Average Performer
240.0,75.09,8.37,34,High Performer
175.0,50.1,16.33,35,Average Performer
248.0,84.65,13.2,20,High Performer
305.0,66.59,12.42,38,High Performer
120.0,50.0,25.51,24,Low Performer
282.0,65.61,15.3,43,Average Performer
297.0,71.56,10.82,37,High Performer
337.0,92.52,16.59,32,High Performer
50.0,45.41,25.12,11,Low Performer
83.0,33.31,30.0,25,Low Performer
182.0,68.45,9.71,21,High Performer
40.0,50.0,25.19,8,Low Performer
17.0,29.05,25.03,6,Low Performer
62.0,22.8,30.0,27,Low Performer
354.0,64.58,9.24,40,High Performer
343.0,79.82,10.56,36,High Performer
308.0,82.66,11.32,28,High Performer
188.0,58.7,29.65,32,Average Performer
239.0,54.4,19.55,44,Average Performer
104.0,64.98,19.49,16,Average Performer
223.0,60.32,20.88,37,Average Performer
178.0,48.0,18.54,37,Average Performer
149.0,40.36,15.5,37,Average Performer
502.0,100.0,12.06,43,High Performer
115.0,60.27,12.46,19,Average Performer
407.0,93.29,9.53,40,High Performer
300.0,75.0,22.16,40,Average Performer
172.0,75.0,14.46,23,Average Performer
38.0,31.76,21.43,12,Low Performer
515.0,96.89,6.54,48,High Performer
93.0,62.29,10.0,15,Average Performer
157.0,35.64,14.31,44,Average Performer
437.0,98.84,15.39,43,High Performer
431.0,78.19,21.46,49,High Performer
110.0,47.91,19.54,23,Average Performer
47.0,23.69,21.42,20,Low Performer
70.0,39.15,23.07,18,Average Performer
201.0,57.48,26.16,35,Average Performer
10.0,4.56,28.54,22,Low Performer
42.0,26.11,18.69,16,Low Performer
106.0,34.28,23.33,31,Average Performer
220.0,77.37,5.0,24,High Performer
158.0,75.0,26.17,21,Average Performer
221.0,71.29,12.68,31,Average Performer
403.0,81.15,9.96,45,High Performer
87.0,45.57,19.42,19,Average Performer
32.0,29.21,26.62,11,Low Performer
129.0,34.96,17.65,37,Average Performer
423.0,90.6,10.14,46,High Performer
0.0,0.0,21.36,8,Low Performer
238.0,82.49,17.03,23,High Performer
116.0,64.62,26.43,18,Average Performer
315.0,87.93,13.35,31,High Performer
105.0,43.8,16.6,24,Average Performer
160.0,59.26,20.26,27,Average Performer
256.0,71.18,18.35,36,Average Performer
30.0,50.0,29.97,6,Low Performer
212.0,50.59,26.68,42,Average Performer
308.0,75.0,20.36,41,Average Performer
228.0,65.08,24.17,35,Average Performer
426.0,81.48,15.7,47,High Performer
178.0,52.44,15.25,34,Average Performer
200.0,62.63,18.28,32,Average Performer
469.0,79.34,17.12,49,High Performer
86.0,47.51,19.75,18,Average Performer
153.0,50.88,19.84,30,Average Performer
32.0,11.89,22.26,27,Low Performer
114.0,30.0,12.68,38,Average Performer
462.0,92.86,9.58,46,High Performer
241.0,57.45,11.99,42,Average Performer
356.0,80.53,14.35,37,High Performer
309.0,92.01,13.59,30,High Performer
257.0,83.15,13.95,21,High Performer
25.0,25.46,28.74,10,Low Performer
280.0,77.26,8.4,32,High Performer
23.0,33.46,28.1,7,Low Performer
273.0,79.4,11.76,25,High Performer
222.0,61.57,17.08,36,Average Performer
5.0,1.87,25.24,28,Low Performer
389.0,92.72,7.94,38,High Performer
224.0,54.76,10.0,41,Average Performer
59.0,31.15,30.0,19,Low Performer
274.0,88.47,11.06,25,High Performer
172.0,74.91,21.97,23,Average Performer
72.0,42.36,20.53,17,Average Performer
337.0,74.85,14.23,35,High Performer
353.0,74.87,18.05,42,High Performer
202.0,49.28,11.59,41,Average Performer
123.0,42.28,28.6,29,Low Performer
314.0,70.14,13.69,39,High Performer
192.0,58.16,18.65,33,Average Performer
30.0,27.55,28.0,11,Low Performer
336.0,89.48,13.89,32,High Performer
480.0,95.89,16.34,46,High Performer
292.0,75.0,15.51,39,Average Performer
136.0,44.03,26.07,31,Average Performer
456.0,93.71,13.56,44,High Performer
92.0,45.83,17.0,20,Average Performer
136.0,43.8,22.82,31,Average Performer
463.0,93.84,13.73,42,High Performer
140.0,70.06,16.14,20,Average Performer
16.0,27.17,28.35,6,Low Performer
212.0,84.18,14.73,20,High Performer
72.0,29.92,27.28,24,Low Performer
167.0,46.36,23.53,36,Average Performer
23.0,32.73,25.31,7,Low Performer
16.0,6.14,30.0,26,Low Performer
31.0,38.68,27.43,8,Low Performer
394.0,76.65,9.63,47,High Performer
135.0,61.39,24.5,22,Average Performer
195.0,67.12,19.17,29,Average Performer
412.0,78.32,12.74,44,High Performer
84.0,31.24,30.0,27,Low Performer
297.0,75.25,17.27,35,High Performer
66.0,41.11,21.38,16,Low Performer
462.0,88.43,9.68,45,High Performer
146.0,41.78,12.83,35,Average Performer
94.0,36.28,26.21,26,Average Performer
130.0,64.89,17.29,20,Average Performer
154.0,57.18,19.79,27,Average Performer
19.0,32.01,21.59,6,Low Performer
114.0,30.0,14.35,38,Average Performer
212.0,55.8,16.87,38,Average Performer
255.0,85.05,12.08,22,High Performer
106.0,70.8,12.76,15,Average Performer
89.0,44.53,14.83,20,Average Performer
443.0,95.32,5.0,43,High Performer
130.0,72.14,27.27,18,Average Performer
83.0,31.85,25.28,26,Low Performer
236.0,78.49,7.41,23,High Performer
165.0,43.52,22.03,38,Average Performer
33.0,15.82,25.67,21,Low Performer
18.0,22.08,30.0,8,Low Performer
154.0,34.95,15.76,44,Average Performer
204.0,51.1,15.39,40,Average Performer
75.0,46.78,27.65,16,Average Performer
62.0,34.35,20.4,18,Low Performer
513.0,100.0,9.37,47,High Performer
104.0,35.98,10.0,29,Average Performer
202.0,75.0,15.25,27,Average Performer
228.0,51.77,17.37,44,Average Performer
211.0,72.7,10.0,29,Average Performer
118.0,45.35,25.79,26,Low Performer
150.0,75.0,11.34,20,Average Performer
17.0,15.36,28.64,11,Low Performer
165.0,40.33,18.17,41,Average Performer
77.0,48.29,16.76,16,Average Performer
88.0,51.65,17.76,17,Average Performer
13.0,16.51,22.32,8,Low Performer
467.0,98.45,10.95,42,High Performer
350.0,60.0,12.3,45,High Performer
300.0,75.0,18.99,40,Average Performer
10.0,20.37,20.25,5,Low Performer
122.0,34.99,11.33,35,Average Performer
14.0,5.57,30.0,26,Low Performer
29.0,16.94,27.59,17,Low Performer
107.0,46.31,18.02,23,Average Performer
116.0,38.74,17.38,30,Average Performer
112.0,62.38,19.65,18,Average Performer
336.0,100.0,9.43,30,High Performer
88.0,42.09,19.56,21,Average Performer
231.0,64.3,20.95,36,Average Performer
60.0,30.0,14.51,20,Average Performer
76.0,38.1,17.15,20,Average Performer
268.0,72.63,11.25,30,High Performer
89.0,52.47,19.78,17,Average Performer
208.0,76.15,16.92,20,High Performer
210.0,75.0,12.38,28,Average Performer
390.0,83.56,14.23,39,High Performer
101.0,59.58,21.8,17,Average Performer
123.0,51.21,11.63,24,Average Performer
116.0,46.33,15.74,25,Average Performer
95.0,50.0,25.41,19,Low Performer
331.0,70.6,6.38,38,High Performer
68.0,42.51,19.85,16,Average Performer
284.0,67.21,10.69,35,High Performer
145.0,58.02,12.23,25,Average Performer
218.0,75.0,18.63,29,Average Performer
381.0,86.54,9.29,39,High Performer
168.0,62.2,15.29,27,Average Performer
121.0,55.01,12.39,22,Average Performer
75.0,34.06,29.46,22,Low Performer
303.0,84.65,5.0,29,High Performer
15.0,24.48,26.72,6,Low Performer
12.0,23.72,30.0,5,Low Performer
109.0,36.26,15.99,30,Average Performer
233.0,95.83,14.54,22,High Performer
144.0,57.63,18.14,25,Average Performer
95.0,47.7,10.0,20,Average Performer
80.0,44.41,26.23,18,Average Performer
252.0,71.97,16.16,35,Average Performer
96.0,30.0,10.0,32,Average Performer
358.0,99.21,16.85,32,High Performer
64.0,49.2,23.89,13,Low Performer
0.0,0.0,30.0,29,Low Performer
125.0,43.23,23.14,29,Average Performer
411.0,94.24,9.43,36,High Performer
25.0,50.0,18.2,5,Low Performer
80.0,30.66,17.42,26,Average Performer
105.0,52.66,15.58,20,Average Performer
75.0,46.8,21.41,16,Average Performer
134.0,34.47,11.03,39,Average Performer
239.0,64.55,13.34,37,Average Performer
426.0,100.0,9.77,37,High Performer
129.0,44.52,30.0,29,Low Performer
115.0,46.19,13.77,25,Average Performer
198.0,50.7,18.24,39,Average Performer
104.0,47.08,10.07,22,Average Performer
98.0,37.84,26.58,26,Low Performer
186.0,54.74,23.69,34,Average Performer
93.0,30.0,14.42,31,Average Performer
95.0,43.35,19.2,22,Average Performer
425.0,79.57,16.56,48,High Performer
16.0,27.14,20.66,6,Low Performer
127.0,43.84,27.82,29,Average Performer
12.0,20.2,25.54,6,Low Performer
15.0,12.91,24.13,12,Low Performer
566.0,100.0,12.0,47,High Performer
308.0,92.08,7.19,31,High Performer
67.0,44.8,22.05,15,Average Performer
78.0,35.31,23.86,22,Low Performer
300.0,85.28,11.68,32,High Performer
82.0,51.08,27.16,16,Average Performer
122.0,51.0,16.8,24,Average Performer
107.0,50.88,15.46,21,Average Performer
322.0,75.0,13.56,43,Average Performer
118.0,49.35,19.74,24,Average Performer
8.0,11.22,27.25,7,Low Performer
38.0,20.02,18.55,19,Low Performer
176.0,53.27,20.33,33,Average Performer
225.0,75.0,22.32,30,Average Performer
72.0,31.4,16.84,23,Average Performer
118.0,49.09,13.11,24,Average Performer
214.0,49.86,16.59,43,Average Performer
119.0,42.4,10.0,28,Average Performer
210.0,75.0,16.07,28,Average Performer
194.0,48.54,18.81,40,Average Performer
127.0,43.83,16.9,29,Average Performer
214.0,81.29,15.7,22,High Performer
113.0,47.01,29.48,24,Low Performer
225.0,66.11,26.43,34,Average Performer
147.0,44.7,21.76,33,Average Performer
167.0,42.78,11.19,39,Average Performer
78.0,37.12,30.0,21,Low Performer
334.0,81.74,11.59,33,High Performer
225.0,62.4,10.0,36,Average Performer
401.0,100.0,16.45,34,High Performer
469.0,87.25,5.38,47,High Performer
366.0,90.15,14.69,36,High Performer
36.0,20.27,30.0,18,Low Performer
434.0,83.23,11.38,44,High Performer
50.0,35.51,21.53,14,Low Performer
308.0,71.01,8.83,36,High Performer
495.0,91.14,20.23,44,High Performer
119.0,51.56,14.12,23,Average Performer
131.0,65.36,18.19,20,Average Performer
143.0,43.19,17.46,33,Average Performer
155.0,59.45,22.36,26,Average Performer
48.0,30.0,19.25,16,Average Performer
322.0,80.66,19.98,33,High Performer
134.0,70.56,16.92,19,Average Performer
81.0,42.48,18.81,19,Average Performer
51.0,19.53,26.56,26,Low Performer
296.0,70.51,23.29,42,Average Performer
69.0,36.51,17.59,19,Low Performer
406.0,88.58,13.4,43,High Performer
142.0,48.97,17.94,29,Average Performer
128.0,75.0,17.7,17,Average Performer
225.0,72.42,25.43,31,Average Performer
25.0,8.96,17.59,28,Low Performer
32.0,28.72,28.29,11,Low Performer
225.0,89.92,12.03,21,High Performer
277.0,100.0,12.31,24,High Performer
195.0,75.0,22.74,26,Average Performer
93.0,49.04,18.8,19,Average Performer
218.0,54.4,20.75,40,Average Performer
256.0,93.13,14.95,22,High Performer
159.0,53.14,22.34,30,Average Performer
77.0,38.74,11.36,20,Average Performer
286.0,85.77,16.76,30,High Performer
261.0,76.92,8.78,23,High Performer
29.0,36.74,25.5,8,Low Performer
170.0,44.84,29.29,38,Average Performer
17.0,7.29,30.0,23,Low Performer
339.0,69.43,17.86,42,High Performer
295.0,84.84,10.35,29,High Performer
381.0,81.79,12.43,40,High Performer
286.0,78.49,12.34,23,High Performer
210.0,86.42,10.86,20,High Performer
155.0,67.24,24.88,23,Average Performer
68.0,34.17,30.0,20,Low Performer
98.0,65.17,10.15,15,Average Performer
50.0,18.7,24.3,27,Low Performer
252.0,82.19,15.25,26,High Performer
202.0,65.3,15.08,31,Average Performer
59.0,27.89,21.76,21,Low Performer
256.0,92.87,11.53,22,High Performer
39.0,16.95,30.0,23,Low Performer
161.0,55.49,14.8,29,Average Performer
171.0,61.12,13.75,28,Average Performer
125.0,39.04,16.01,32,Average Performer
195.0,65.1,30.0,30,Average Performer
428.0,79.26,23.94,41,High Performer
213.0,57.69,10.0,37,Average Performer
252.0,64.56,10.0,39,Average Performer
75.0,49.77,26.26,15,Average Performer
88.0,54.87,10.0,16,Average Performer
154.0,54.97,11.28,28,Average Performer
384.0,93.23,10.14,35,High Performer
36.0,22.29,30.0,16,Low Performer
308.0,69.3,7.66,39,High Performer
110.0,57.92,19.32,19,Average Performer
279.0,76.13,14.17,32,High Performer
317.0,75.27,14.73,38,High Performer
128.0,75.0,14.75,17,Average Performer
175.0,47.2,25.61,37,Average Performer
117.0,58.63,21.94,20,Average Performer
360.0,83.85,11.32,38,High Performer
149.0,48.0,17.96,31,Average Performer
256.0,73.19,20.51,35,Average Performer
266.0,92.57,13.51,23,High Performer
147.0,44.62,16.04,33,Average Performer
75.0,30.0,10.0,25,Average Performer
144.0,60.0,5.6,20,High Performer
234.0,63.36,19.31,37,Average Performer
96.0,45.94,21.74,21,Average Performer
126.0,30.0,18.97,42,Average Performer
195.0,55.61,13.7,35,Average Performer
269.0,75.96,13.82,30,High Performer
97.0,48.74,17.02,20,Average Performer
77.0,32.26,16.76,24,Low Performer
232.0,61.16,20.84,38,Average Performer
315.0,75.0,30.0,42,Average Performer
250.0,69.85,10.96,29,High Performer
184.0,68.17,21.45,27,Average Performer
246.0,66.1,14.89,29,High Performer
197.0,44.84,11.07,44,Average Performer
187.0,55.13,24.38,34,Average Performer
66.0,44.09,16.36,15,Average Performer
388.0,81.78,11.79,40,High Performer
502.0,100.0,11.93,47,High Performer
106.0,62.26,17.15,17,Average Performer
41.0,45.71,30.0,9,Low Performer
22.0,37.29,24.11,6,Low Performer
278.0,67.79,18.72,41,Average Performer
24.0,23.73,15.0,10,Low Performer
292.0,75.1,13.34,34,High Performer
103.0,60.85,17.57,17,Average Performer
105.0,58.39,15.39,18,Average Performer
299.0,100.0,11.67,25,High Performer
165.0,40.29,18.61,41,Average Performer
375.0,69.49,13.94,46,High Performer
92.0,61.38,12.04,15,Average Performer
266.0,69.89,11.31,38,Average Performer
128.0,49.17,17.08,26,Average Performer
19.0,7.6,30.0,25,Low Performer
283.0,91.14,11.21,26,High Performer
106.0,65.95,25.34,16,Average Performer
273.0,63.43,15.42,43,Average Performer
277.0,87.03,7.88,25,High Performer
